text,introduction,education,skills,experience,career_goals
Myself Rishi I worked with Machine Learning My goal is to become an AI engineer,1,0,1,0,1
I am studying BSc IT I did internship at Google India,0,1,0,1,0
myself ayesha i completed mechanical engineering i worked at tcs my goal is to build scalable systems,1,1,0,1,1
I am Myra from Bangalore I am pursuing BTech in Computer Science you know,1,1,0,0,0
My name is Sreshth from Mumbai I am studying Mechanical Engineering I worked with AI basically,1,1,1,0,0
uh Hi I am Rishi I am pursuing Electrical Engineering I worked at Wipro I want to build scalable systems,1,1,0,1,1
uh I am studying BTech in Computer Science I want to build scalable systems,0,1,0,0,1
My name is Ananya from Bangalore I completed BCA I have skills in Deep Learning My goal is to become an AI engineer you know,1,1,1,0,1
My name is Siddharth from Lucknow I'm pursuing Electrical Engineering I know AI I did internship at Google India My goal is to work in a top company,1,1,1,1,1
i am studying btech in computer science i want to contribute to ai research,0,1,0,0,1
My name is Krishna from Bangalore I have skills in Web Development I worked at TCS you know,1,0,1,1,0
uh I completed Electrical Engineering I know Deep Learning,0,1,1,0,0
My name is Kabir from Hyderabad I worked with Machine Learning My goal is to contribute to AI research,1,0,1,0,1
i am studying electrical engineering i want to work in a top company,0,1,0,0,1
uh Myself Harshit I worked with Web Development I did internship at Wipro,1,0,1,1,0
My name is Raghavendra from Delhi I worked at HCL My goal is to build scalable systems basically,1,0,0,1,1
I am Kunal from Delhi I am pursuing BTech in Computer Science I worked with Machine Learning I worked at Wipro I want to build scalable systems basically,1,1,1,1,1
I am pursuing Electrical Engineering,0,1,0,0,0
I completed BCA I have skills in Python My goal is to become an AI engineer basically,0,1,1,0,1
Myself Somanshu I know Machine Learning My goal is to contribute to AI research basically,1,0,1,0,1
i am pursuing mechanical engineering i have skills in machine learning i want to work in a top company,0,1,1,0,1
I worked with Machine Learning,0,0,1,0,0
I am pursuing BTech in Computer Science I want to become an AI engineer,0,1,0,0,1
Myself Nikhil I completed Mechanical Engineering I know AI I did internship at Infosys I want to build scalable systems you know,1,1,1,1,1
uh Hi I am Tanmay I worked with Machine Learning I worked at TCS My goal is to contribute to AI research,1,0,1,1,1
uh Hi I am Atharv I completed Mechanical Engineering I know Python I worked at HCL,1,1,1,1,0
hi i am bhargav,1,0,0,0,0
Myself Rohit I worked at TCS My goal is to work in a top company,1,0,0,1,1
I have skills in Data Structures My goal is to become an AI engineer,0,0,1,0,1
uh I am Rudra from Chennai I am pursuing Electrical Engineering I worked with Data Structures I did internship at TCS I want to become an AI engineer,1,1,1,1,1
hi i am chaitanya,1,0,0,0,0
uh I am studying BSc IT I worked with Python I want to work in a top company,0,1,1,0,1
I am Aditya from Bangalore I am studying BCA I know AI I worked at HCL,1,1,1,1,0
I did internship at HCL basically,0,0,0,1,0
myself  i am pursuing bca i worked with ai,1,1,1,0,0
I am Krishna from Chennai I completed Electrical Engineering My goal is to contribute to AI research,1,1,0,0,1
I am Chaitanya from Hyderabad I am studying Electrical Engineering I have skills in Python My goal is to build scalable systems,1,1,1,0,1
myself Somanshu from Chennai I completed BTech in Computer Science I know Machine Learning,1,1,1,0,0
hi i am jasleen i completed mechanical engineering i have skills in machine learning i did internship at wipro,1,1,1,1,0
I completed BCA My goal is to build scalable systems basically,0,1,0,0,1
uh My name is Pooja from Delhi I completed BSc IT I know Deep Learning I did internship at Google India My goal is to build scalable systems,1,1,1,1,1
myself Siddharth from Delhi I am pursuing BTech in Computer Science I have skills in Python I did internship at Wipro My goal is to build scalable systems,1,1,1,1,1
My name is Rohit from Delhi I am studying BSc IT I have skills in Machine Learning My goal is to become an AI engineer basically,1,1,1,0,1
I am pursuing BTech in Computer Science I know Deep Learning you know,0,1,1,0,0
Myself Ishaan basically,1,0,0,0,0
Hi I am Vivaan I am pursuing BCA I know Data Structures I want to contribute to AI research basically,1,1,1,0,1
uh Myself Sai Teja I am pursuing Mechanical Engineering I have skills in Web Development,1,1,1,0,0
Hi I am Siddharth I am pursuing BSc IT I know Data Structures I did internship at Wipro,1,1,1,1,0
my name is akash from lucknow i am pursuing bca i want to become an ai engineer,1,1,0,0,1
Hi I am Saanvi,1,0,0,0,0
uh Myself Siddharth I worked with Data Structures,1,0,1,0,0
uh I am Akash from Chennai I completed Mechanical Engineering I did internship at TCS,1,1,0,1,0
myself saanvi i am pursuing mechanical engineering i did internship at google india,1,1,0,1,0
I completed Mechanical Engineering I have skills in Machine Learning I worked at Google India I want to work in a top company,0,1,1,1,1
I am Chaitanya from Bangalore I am pursuing BTech in Computer Science I know Data Structures basically,1,1,1,0,0
I know Python,0,0,1,0,0
My name is Ishaan from Delhi I completed BCA I worked with Deep Learning I did internship at Wipro,1,1,1,1,0
Myself Faizan I completed BSc IT I did internship at Wipro basically,1,1,0,1,0
Hi I am Aarav I know Deep Learning I did internship at Google India I want to contribute to AI research,1,0,1,1,1
Myself Gurpreet I am pursuing Electrical Engineering I worked with Deep Learning,1,1,1,0,0
Myself Nikhil I am pursuing BCA I have skills in AI you know,1,1,1,0,0
uh My name is Aarav from Hyderabad I worked with AI,1,0,1,0,0
i am aditya from lucknow i am pursuing bsc it i want to work in a top company,1,1,0,0,1
uh I am studying Mechanical Engineering I know Machine Learning I worked at HCL,0,1,1,1,0
Myself Faizan I am pursuing BCA I know Data Structures I worked at Infosys,1,1,1,1,0
I am studying BSc IT I have skills in Python I did internship at TCS I want to work in a top company,0,1,1,1,1
I'm Kabir from Bangalore I have skills in Deep Learning,1,0,1,0,0
i know data structures,0,0,1,0,0
I worked at HCL My goal is to contribute to AI research,0,0,0,1,1
Myself Sreshth I completed BSc IT I worked at Infosys,1,1,0,1,0
i am pursuing mechanical engineering i did internship at tcs,0,1,0,1,0
i am zoya from delhi i did internship at tcs,1,0,0,1,0
I am Sai Teja from Delhi I am studying BSc IT I know Machine Learning I worked at TCS,1,1,1,1,0
Hi I'm Nikhil I'm pursuing BSc IT,1,1,0,0,0
uh I am pursuing BTech in Computer Science I want to become an AI engineer,0,1,0,0,1
i completed electrical engineering i worked at infosys my goal is to become an ai engineer,0,1,0,1,1
My name is Aadhya from Mumbai I am studying BCA I have skills in Deep Learning I did internship at Infosys My goal is to contribute to AI research basically,1,1,1,1,1
I am Ayesha from Delhi I know Machine Learning My goal is to contribute to AI research,1,0,1,0,1
My name is Shivansh from Lucknow I am studying Mechanical Engineering I have skills in Machine Learning you know,1,1,1,0,0
Myself Akash I am pursuing BTech in Computer Science I have skills in Python I worked at Google India,1,1,1,1,0
Hi I am Neha I am studying BTech in Computer Science,1,1,0,0,0
I am Ayesha from Lucknow I am studying Mechanical Engineering you know,1,1,0,0,0
Hi I am Ayesha I completed Electrical Engineering I worked at Infosys My goal is to become an AI engineer,1,1,0,1,1
my name is deepak from hyderabad my goal is to become an ai engineer,1,0,0,0,1
uh Hi I am Ayesha I completed Electrical Engineering,1,1,0,0,0
uh Myself Harpreet I am studying Electrical Engineering I know Data Structures My goal is to build scalable systems,1,1,1,0,1
I worked with Web Development,0,0,1,0,0
I'm Vivaan from Delhi I completed Mechanical Engineering I did internship at TCS I want to contribute to AI research,1,1,0,1,1
Hi I am Bhargav I am studying BTech in Computer Science I know Python you know,1,1,1,0,0
Hi I am Rishi I worked with Data Structures My goal is to become an AI engineer basically,1,0,1,0,1
uh Myself Siddharth I know Data Structures I did internship at HCL,1,0,1,1,0
Myself Bhargav I worked with AI My goal is to contribute to AI research basically,1,0,1,0,1
uh I completed BTech in Computer Science I have skills in Machine Learning I worked at HCL I want to build scalable systems,0,1,1,1,1
Myself Deepak I am studying BCA I did internship at Wipro I want to build scalable systems you know,1,1,0,1,1
Myself Zoya I completed BCA I did internship at Infosys I want to contribute to AI research you know,1,1,0,1,1
I am studying BTech in Computer Science I know Data Structures I did internship at TCS you know,0,1,1,1,0
Hi I am Sai Teja My goal is to work in a top company you know,1,0,0,0,1
I am pursuing BTech in Computer Science I know Machine Learning My goal is to become an AI engineer basically,0,1,1,0,1
myself Harshit from Bangalore I completed Mechanical Engineering I worked at Wipro,1,1,0,1,0
I'm pursuing BSc IT I worked with Python I worked at Google India,0,1,1,1,0
My name is Shivansh from Bangalore I know Deep Learning I worked at Google India I want to work in a top company you know,1,0,1,1,1
My name is Rishi from Delhi I am pursuing BTech in Computer Science I know Python,1,1,1,0,0
My name is Ananya from Delhi I'm pursuing BTech in Computer Science I know AI,1,1,1,0,0
I have skills in Python I want to work in a top company,0,0,1,0,1
Myself Jasleen I am studying BCA I know Web Development basically,1,1,1,0,0
Hi I'm Saanvi I completed Electrical Engineering I worked with Data Structures I want to become an AI engineer,1,1,1,0,1
i have skills in python i did internship at hcl i want to contribute to ai research,0,0,1,1,1
Hi I am Subramanian I am pursuing BCA I have skills in Web Development My goal is to become an AI engineer,1,1,1,0,1
I am Faizan from Hyderabad I completed BCA I know Python I want to work in a top company,1,1,1,0,1
I am Aadhya from Chennai I completed BTech in Computer Science,1,1,0,0,0
I am Zoya from Delhi I am pursuing BCA I worked at TCS My goal is to contribute to AI research,1,1,0,1,1
uh I am studying BCA I have skills in Machine Learning I did internship at Infosys I want to contribute to AI research,0,1,1,1,1
uh Hi I am Vivaan I did internship at Google India,1,0,0,1,0
My name is Sai Teja from Mumbai I am pursuing BSc IT I have skills in Data Structures basically,1,1,1,0,0
i am shivansh from mumbai i completed mechanical engineering,1,1,0,0,0
Myself Subramanian I worked with Data Structures I want to become an AI engineer,1,0,1,0,1
Myself Rohit I am studying Mechanical Engineering I know Python I worked at Infosys,1,1,1,1,0
My name is Harpreet from Chennai I'm pursuing Mechanical Engineering I worked with Web Development I want to work in a top company,1,1,1,0,1
Hi I am Ananya I am studying BCA My goal is to become an AI engineer,1,1,0,0,1
my name is chaitanya from mumbai i am studying bca i worked with data structures my goal is to become an ai engineer,1,1,1,0,1
I have skills in Data Structures I worked at Wipro you know,0,0,1,1,0
uh I know Web Development I did internship at TCS My goal is to work in a top company,0,0,1,1,1
I completed BSc IT I have skills in Machine Learning I did internship at Google India,0,1,1,1,0
Myself Neha I am pursuing BTech in Computer Science My goal is to become an AI engineer you know,1,1,0,0,1
Myself Saanvi,1,0,0,0,0
Hi I am Siddharth basically,1,0,0,0,0
i know deep learning,0,0,1,0,0
My name is Rishi from Lucknow I'm pursuing BTech in Computer Science I worked with Python,1,1,1,0,0
My name is Zoya from Mumbai I am studying BSc IT I worked with Deep Learning My goal is to work in a top company basically,1,1,1,0,1
Myself Faizan I am pursuing BCA I have skills in Data Structures I worked at Google India I want to work in a top company,1,1,1,1,1
I am studying BCA I worked with Web Development I worked at TCS I want to contribute to AI research,0,1,1,1,1
my name is raghavendra from bangalore i completed electrical engineering,1,1,0,0,0
I know Deep Learning My goal is to build scalable systems,0,0,1,0,1
I am pursuing BTech in Computer Science,0,1,0,0,0
my name is faizan from hyderabad i worked with python i want to contribute to ai research,1,0,1,0,1
uh My name is Aditya from Bangalore I know Machine Learning I worked at HCL,1,0,1,1,0
I know Web Development I worked at HCL My goal is to become an AI engineer you know,0,0,1,1,1
